,,Subject,,,659,
,,Protocol,,,Level_8 v2,
,,Type,,,Master,
,,Channel,,,8,
,,Master,,,,
,,Date,,,2025-12-12,
,,Time,,,17:50:37,570,
,,Clock,,,5,
,,Time Warp,,,1x,
4194,1205,575,Exit,12,hole4,Time,
4195,1205,575,Entry,13,Holdhole4,,
4196,1205,715,Input,2,On1A2,,
4197,1205,715,Input,3,On1A3,,
4198,1205,715,Exit,13,Holdhole4,3,
4199,1205,715,Entry,17,CorrectResp,,
4200,1205,715,Reg,3,ComptCR,  120,000,
4201,1205,715,Reg,6,Reward,  120,000,
4202,1205,715,Reg,8,CptReward,  115,000,
4203,1205,715,Reg,1,ComptOmision,    0,000,
4204,1205,720,Exit,17,CorrectResp,Time,
4205,1205,720,Entry,1,MagEntry,,
4206,1205,720,Reg,2,ComptNbessai,  150,000,
4207,1205,720,Reg,13,Accuracy,   76,667,
4208,1205,720,Reg,14,Omission,    0,000,
4209,1206,380,Input,34,Off1A2,,
4210,1206,380,Input,35,Off1A3,,
4211,1206,800,Input,1,On1A1,,
4212,1206,800,Exit,1,MagEntry,1,
4213,1206,800,Entry,2,ITI2sec,,
4214,1207,790,Input,33,Off1A1,,
4215,1208,805,Exit,2,ITI2sec,Time,
4216,1208,805,Entry,3,RandomHole,,
4217,1208,815,Exit,3,RandomHole,Time,
4218,1208,815,List,,Pseudo1a5,    8,000,
4219,1208,815,Entry,8,hole2,,
4220,1208,815,Reg,12,HoleNumber,    2,000,
4221,1209,505,Input,3,On1A3,,
4222,1209,505,Exit,8,hole2,3,
4223,1209,505,Entry,17,CorrectResp,,
4224,1209,505,Reg,3,ComptCR,  121,000,
4225,1209,505,Reg,6,Reward,  121,000,
4226,1209,505,Reg,8,CptReward,  116,000,
4227,1209,505,Reg,1,ComptOmision,    0,000,
4228,1209,510,Exit,17,CorrectResp,Time,
4229,1209,510,Entry,1,MagEntry,,
4230,1209,510,Reg,2,ComptNbessai,  151,000,
4231,1209,510,Reg,13,Accuracy,   76,821,
4232,1209,510,Reg,14,Omission,    0,000,
4233,1209,835,Input,4,On1A4,,
4234,1209,845,Input,35,Off1A3,,
4235,1210,170,Input,36,Off1A4,,
4236,1211,025,Input,1,On1A1,,
4237,1211,025,Exit,1,MagEntry,1,
4238,1211,025,Entry,2,ITI2sec,,
4239,1212,015,Input,33,Off1A1,,
4240,1213,030,Exit,2,ITI2sec,Time,
4241,1213,030,Entry,3,RandomHole,,
4242,1213,040,Exit,3,RandomHole,Time,
4243,1213,040,List,,Pseudo1a5,   12,000,
4244,1213,040,Entry,12,hole4,,
4245,1213,040,Reg,12,HoleNumber,    4,000,
4246,1214,040,Exit,12,hole4,Time,
4247,1214,040,Entry,13,Holdhole4,,
4248,1214,086,Input,2,On1A2,,
4249,1214,086,Input,3,On1A3,,
4250,1214,086,Exit,13,Holdhole4,3,
4251,1214,086,Entry,17,CorrectResp,,
4252,1214,086,Reg,3,ComptCR,  122,000,
4253,1214,086,Reg,6,Reward,  122,000,
4254,1214,086,Reg,8,CptReward,  117,000,
4255,1214,086,Reg,1,ComptOmision,    0,000,
4256,1214,095,Exit,17,CorrectResp,Time,
4257,1214,095,Entry,1,MagEntry,,
4258,1214,095,Reg,2,ComptNbessai,  152,000,
4259,1214,095,Reg,13,Accuracy,   76,974,
4260,1214,095,Reg,14,Omission,    0,000,
4261,1214,425,Input,34,Off1A2,,
4262,1214,425,Input,35,Off1A3,,
4263,1214,645,Input,4,On1A4,,
4264,1214,985,Input,36,Off1A4,,
4265,1215,380,Input,1,On1A1,,
4266,1215,380,Exit,1,MagEntry,1,
4267,1215,380,Entry,2,ITI2sec,,
4268,1217,350,Input,33,Off1A1,,
4269,1217,385,Exit,2,ITI2sec,Time,
4270,1217,385,Entry,3,RandomHole,,
4271,1217,395,Exit,3,RandomHole,Time,
4272,1217,395,List,,Pseudo1a5,   14,000,
4273,1217,395,Entry,14,hole5,,
4274,1217,395,Reg,12,HoleNumber,    5,000,
4275,1218,395,Exit,14,hole5,Time,
4276,1218,395,Entry,15,Holdhole5,,
4277,1219,365,Input,3,On1A3,,
4278,1219,365,Input,4,On1A4,,
4279,1219,365,Exit,15,Holdhole5,4,
4280,1219,365,Entry,17,CorrectResp,,
4281,1219,365,Reg,3,ComptCR,  123,000,
4282,1219,365,Reg,6,Reward,  123,000,
4283,1219,365,Reg,8,CptReward,  118,000,
4284,1219,365,Reg,1,ComptOmision,    0,000,
4285,1219,370,Exit,17,CorrectResp,Time,
4286,1219,370,Entry,1,MagEntry,,
4287,1219,370,Reg,2,ComptNbessai,  153,000,
4288,1219,370,Reg,13,Accuracy,   77,124,
4289,1219,370,Reg,14,Omission,    0,000,
4290,1219,705,Input,35,Off1A3,,
4291,1219,705,Input,36,Off1A4,,
4292,1220,285,Input,1,On1A1,,
4293,1220,285,Exit,1,MagEntry,1,
4294,1220,285,Entry,2,ITI2sec,,
4295,1222,250,Input,33,Off1A1,,
4296,1222,290,Exit,2,ITI2sec,Time,
4297,1222,290,Entry,3,RandomHole,,
4298,1222,300,Exit,3,RandomHole,Time,
4299,1222,300,List,,Pseudo1a5,    8,000,
4300,1222,300,Entry,8,hole2,,
4301,1222,300,Reg,12,HoleNumber,    2,000,
4302,1223,300,Exit,8,hole2,Time,
4303,1223,300,Entry,9,Holdhole2,,
4304,1224,300,Exit,9,Holdhole2,Time,
4305,1224,300,Entry,16,Omission,,
4306,1224,300,Reg,1,ComptOmision,    1,000,
4307,1224,300,Reg,9,Omision,   32,000,
4308,1224,310,Exit,16,Omission,Time,
4309,1224,310,Entry,5,TimeOut,,
4310,1228,920,Input,1,On1A1,,
4311,1229,260,Input,33,Off1A1,,
4312,1229,315,Exit,5,TimeOut,Time,
4313,1229,315,Entry,1,MagEntry,,
4314,1229,315,Reg,2,ComptNbessai,  154,000,
4315,1229,315,Reg,13,Accuracy,   76,623,
4316,1229,315,Reg,14,Omission,    0,000,
4317,1231,440,Input,1,On1A1,,
4318,1231,440,Exit,1,MagEntry,1,
4319,1231,440,Entry,2,ITI2sec,,
4320,1232,105,Input,33,Off1A1,,
4321,1233,445,Exit,2,ITI2sec,Time,
4322,1233,445,Entry,3,RandomHole,,
4323,1233,455,Exit,3,RandomHole,Time,
4324,1233,455,List,,Pseudo1a5,   12,000,
4325,1233,455,Entry,12,hole4,,
4326,1233,455,Reg,12,HoleNumber,    4,000,
4327,1234,355,Input,2,On1A2,,
4328,1234,355,Input,3,On1A3,,
4329,1234,355,Exit,12,hole4,3,
4330,1234,355,Entry,17,CorrectResp,,
4331,1234,355,Reg,3,ComptCR,  124,000,
4332,1234,355,Reg,6,Reward,  124,000,
4333,1234,355,Reg,8,CptReward,  119,000,
4334,1234,355,Reg,1,ComptOmision,    0,000,
4335,1234,360,Exit,17,CorrectResp,Time,
4336,1234,360,Entry,1,MagEntry,,
4337,1234,360,Reg,2,ComptNbessai,  155,000,
4338,1234,360,Reg,13,Accuracy,   76,774,
4339,1234,360,Reg,14,Omission,    0,000,
4340,1234,695,Input,34,Off1A2,,
4341,1234,695,Input,35,Off1A3,,
4342,1235,330,Input,1,On1A1,,
4343,1235,330,Exit,1,MagEntry,1,
4344,1235,330,Entry,2,ITI2sec,,
4345,1236,650,Input,33,Off1A1,,
4346,1237,331,Exit,2,ITI2sec,Time,
4347,1237,331,Entry,3,RandomHole,,
4348,1237,345,Exit,3,RandomHole,Time,
4349,1237,345,List,,Pseudo1a5,   14,000,
4350,1237,345,Entry,14,hole5,,
4351,1237,345,Reg,12,HoleNumber,    5,000,
4352,1238,345,Exit,14,hole5,Time,
4353,1238,345,Entry,15,Holdhole5,,
4354,1238,590,Input,3,On1A3,,
4355,1238,590,Input,4,On1A4,,
4356,1238,590,Exit,15,Holdhole5,4,
4357,1238,590,Entry,17,CorrectResp,,
4358,1238,590,Reg,3,ComptCR,  125,000,
4359,1238,590,Reg,6,Reward,  125,000,
4360,1238,590,Reg,8,CptReward,  120,000,
4361,1238,590,Reg,1,ComptOmision,    0,000,
4362,1238,595,Exit,17,CorrectResp,Time,
4363,1238,595,Entry,1,MagEntry,,
4364,1238,595,Reg,2,ComptNbessai,  156,000,
4365,1238,595,Reg,13,Accuracy,   76,923,
4366,1238,595,Reg,14,Omission,    0,000,
4367,1238,930,Input,35,Off1A3,,
4368,1238,930,Input,36,Off1A4,,
4369,1239,490,Input,1,On1A1,,
4370,1239,490,Exit,1,MagEntry,1,
4371,1239,490,Entry,2,ITI2sec,,
4372,1240,810,Input,33,Off1A1,,
4373,1241,495,Exit,2,ITI2sec,Time,
4374,1241,495,Entry,3,RandomHole,,
4375,1241,505,Exit,3,RandomHole,Time,
4376,1241,505,List,,Pseudo1a5,    8,000,
4377,1241,505,Entry,8,hole2,,
4378,1241,505,Reg,12,HoleNumber,    2,000,
4379,1242,505,Exit,8,hole2,Time,
4380,1242,505,Entry,9,Holdhole2,,
4381,1242,615,Input,3,On1A3,,
4382,1242,615,Exit,9,Holdhole2,3,
4383,1242,615,Entry,17,CorrectResp,,
4384,1242,615,Reg,3,ComptCR,  126,000,
4385,1242,615,Reg,6,Reward,  126,000,
4386,1242,615,Reg,8,CptReward,  121,000,
4387,1242,615,Reg,1,ComptOmision,    0,000,
4388,1242,620,Exit,17,CorrectResp,Time,
4389,1242,620,Entry,1,MagEntry,,
4390,1242,620,Reg,2,ComptNbessai,  157,000,
4391,1242,620,Reg,13,Accuracy,   77,070,
4392,1242,620,Reg,14,Omission,    0,000,
4393,1242,955,Input,35,Off1A3,,
4394,1247,175,Input,1,On1A1,,
4395,1247,175,Exit,1,MagEntry,1,
4396,1247,175,Entry,2,ITI2sec,,
4397,1247,840,Input,33,Off1A1,,
4398,1249,180,Exit,2,ITI2sec,Time,
4399,1249,180,Entry,3,RandomHole,,
4400,1249,190,Exit,3,RandomHole,Time,
4401,1249,190,List,,Pseudo1a5,    8,000,
4402,1249,190,Entry,8,hole2,,
4403,1249,190,Reg,12,HoleNumber,    2,000,
4404,1249,905,Input,3,On1A3,,
4405,1249,905,Exit,8,hole2,3,
4406,1249,905,Entry,17,CorrectResp,,
4407,1249,905,Reg,3,ComptCR,  127,000,
4408,1249,905,Reg,6,Reward,  127,000,
4409,1249,905,Reg,8,CptReward,  122,000,
4410,1249,905,Reg,1,ComptOmision,    0,000,
4411,1249,910,Exit,17,CorrectResp,Time,
4412,1249,910,Entry,1,MagEntry,,
4413,1249,910,Reg,2,ComptNbessai,  158,000,
4414,1249,910,Reg,13,Accuracy,   77,215,
4415,1249,910,Reg,14,Omission,    0,000,
4416,1250,245,Input,35,Off1A3,,
4417,1252,655,Input,1,On1A1,,
4418,1252,655,Exit,1,MagEntry,1,
4419,1252,655,Entry,2,ITI2sec,,
4420,1252,995,Input,33,Off1A1,,
4421,1253,095,Input,1,On1A1,,
4422,1253,435,Input,33,Off1A1,,
4423,1254,660,Exit,2,ITI2sec,Time,
4424,1254,660,Entry,3,RandomHole,,
4425,1254,670,Exit,3,RandomHole,Time,
4426,1254,670,List,,Pseudo1a5,   10,000,
4427,1254,670,Entry,10,hole3,,
4428,1254,670,Reg,12,HoleNumber,    3,000,
4429,1255,671,Exit,10,hole3,Time,
4430,1255,671,Entry,11,Holdhole3,,
4431,1255,676,Exit,11,Holdhole3,,
4432,1255,676,Entry,16,Omission,,
4433,1255,676,Reg,1,ComptOmision,    1,000,
4434,1255,676,Reg,9,Omision,   33,000,
4435,1255,690,Exit,16,Omission,Time,
4436,1255,690,Entry,5,TimeOut,,
4437,1260,695,Exit,5,TimeOut,Time,
4438,1260,695,Entry,1,MagEntry,,
4439,1260,695,Reg,2,ComptNbessai,  159,000,
4440,1260,695,Reg,13,Accuracy,   76,730,
4441,1260,695,Reg,14,Omission,    0,000,
4442,1263,165,Input,1,On1A1,,
4443,1263,165,Exit,1,MagEntry,1,
4444,1263,165,Entry,2,ITI2sec,,
4445,1263,505,Input,33,Off1A1,,
4446,1263,845,Input,1,On1A1,,
4447,1264,510,Input,33,Off1A1,,
4448,1265,170,Exit,2,ITI2sec,Time,
4449,1265,170,Entry,3,RandomHole,,
4450,1265,180,Exit,3,RandomHole,Time,
4451,1265,180,List,,Pseudo1a5,    6,000,
4452,1265,180,Entry,6,hole1,,
4453,1265,180,Reg,12,HoleNumber,    1,000,
4454,1265,490,Input,2,On1A2,,
4455,1265,490,Exit,6,hole1,2,
4456,1265,490,Entry,17,CorrectResp,,
4457,1265,490,Reg,3,ComptCR,  128,000,
4458,1265,490,Reg,6,Reward,  128,000,
4459,1265,490,Reg,8,CptReward,  123,000,
4460,1265,490,Reg,1,ComptOmision,    0,000,
4461,1265,495,Exit,17,CorrectResp,Time,
4462,1265,495,Entry,1,MagEntry,,
4463,1265,495,Reg,2,ComptNbessai,  160,000,
4464,1265,495,Reg,13,Accuracy,   76,875,
4465,1265,495,Reg,14,Omission,    0,000,
4466,1266,480,Input,34,Off1A2,,
4467,1267,965,Input,1,On1A1,,
4468,1267,965,Exit,1,MagEntry,1,
4469,1267,965,Entry,2,ITI2sec,,
4470,1268,630,Input,33,Off1A1,,
4471,1269,971,Exit,2,ITI2sec,Time,
4472,1269,971,Entry,3,RandomHole,,
4473,1269,985,Exit,3,RandomHole,Time,
4474,1269,985,List,,Pseudo1a5,   12,000,
4475,1269,985,Entry,12,hole4,,
4476,1269,985,Reg,12,HoleNumber,    4,000,
4477,1270,460,Input,2,On1A2,,
4478,1270,460,Input,3,On1A3,,
4479,1270,460,Exit,12,hole4,3,
4480,1270,460,Entry,17,CorrectResp,,
4481,1270,460,Reg,3,ComptCR,  129,000,
4482,1270,460,Reg,6,Reward,  129,000,
4483,1270,460,Reg,8,CptReward,  124,000,
4484,1270,460,Reg,1,ComptOmision,    0,000,
4485,1270,465,Exit,17,CorrectResp,Time,
4486,1270,465,Entry,1,MagEntry,,
4487,1270,465,Reg,2,ComptNbessai,  161,000,
4488,1270,465,Reg,13,Accuracy,   77,019,
4489,1270,465,Reg,14,Omission,    0,000,
4490,1270,800,Input,34,Off1A2,,
4491,1270,800,Input,35,Off1A3,,
4492,1271,800,Input,1,On1A1,,
4493,1271,800,Exit,1,MagEntry,1,
4494,1271,800,Entry,2,ITI2sec,,
4495,1272,790,Input,33,Off1A1,,
4496,1273,805,Exit,2,ITI2sec,Time,
4497,1273,805,Entry,3,RandomHole,,
4498,1273,815,Exit,3,RandomHole,Time,
4499,1273,815,List,,Pseudo1a5,    8,000,
4500,1273,815,Entry,8,hole2,,
4501,1273,815,Reg,12,HoleNumber,    2,000,
4502,1274,070,Input,3,On1A3,,
4503,1274,070,Exit,8,hole2,3,
4504,1274,070,Entry,17,CorrectResp,,
4505,1274,070,Reg,3,ComptCR,  130,000,
4506,1274,070,Reg,6,Reward,  130,000,
4507,1274,070,Reg,8,CptReward,  125,000,
4508,1274,070,Reg,1,ComptOmision,    0,000,
4509,1274,075,Exit,17,CorrectResp,Time,
4510,1274,075,Entry,1,MagEntry,,
4511,1274,075,Reg,2,ComptNbessai,  162,000,
4512,1274,075,Reg,13,Accuracy,   77,160,
4513,1274,075,Reg,14,Omission,    0,000,
4514,1274,410,Input,35,Off1A3,,
4515,1274,805,Input,1,On1A1,,
4516,1274,805,Exit,1,MagEntry,1,
4517,1274,805,Entry,2,ITI2sec,,
4518,1276,445,Input,33,Off1A1,,
4519,1276,810,Exit,2,ITI2sec,Time,
4520,1276,810,Entry,3,RandomHole,,
4521,1276,820,Exit,3,RandomHole,Time,
4522,1276,820,List,,Pseudo1a5,   10,000,
4523,1276,820,Entry,10,hole3,,
4524,1276,820,Reg,12,HoleNumber,    3,000,
4525,1277,820,Exit,10,hole3,Time,
4526,1277,820,Entry,11,Holdhole3,,
4527,1277,825,Exit,11,Holdhole3,,
4528,1277,825,Entry,16,Omission,,
4529,1277,825,Reg,1,ComptOmision,    1,000,
4530,1277,825,Reg,9,Omision,   34,000,
4531,1277,835,Exit,16,Omission,Time,
4532,1277,835,Entry,5,TimeOut,,
4533,1278,010,Input,4,On1A4,,
4534,1278,350,Input,36,Off1A4,,
4535,1282,840,Exit,5,TimeOut,Time,
4536,1282,840,Entry,1,MagEntry,,
4537,1282,840,Reg,2,ComptNbessai,  163,000,
4538,1282,840,Reg,13,Accuracy,   76,687,
4539,1282,840,Reg,14,Omission,    0,000,
4540,1298,820,Input,1,On1A1,,
4541,1298,820,Exit,1,MagEntry,1,
4542,1298,820,Entry,2,ITI2sec,,
4543,1299,485,Input,33,Off1A1,,
4544,1300,825,Exit,2,ITI2sec,Time,
4545,1300,825,Entry,3,RandomHole,,
4546,1300,835,Exit,3,RandomHole,Time,
4547,1300,835,List,,Pseudo1a5,    6,000,
4548,1300,835,Entry,6,hole1,,
4549,1300,835,Reg,12,HoleNumber,    1,000,
4550,1301,835,Exit,6,hole1,Time,
4551,1301,835,Entry,7,Holdhole1,,
4552,1301,850,Input,2,On1A2,,
4553,1301,850,Exit,7,Holdhole1,2,
4554,1301,850,Entry,17,CorrectResp,,
4555,1301,850,Reg,3,ComptCR,  131,000,
4556,1301,850,Reg,6,Reward,  131,000,
4557,1301,850,Reg,8,CptReward,  126,000,
4558,1301,850,Reg,1,ComptOmision,    0,000,
4559,1301,855,Exit,17,CorrectResp,Time,
4560,1301,855,Entry,1,MagEntry,,
4561,1301,855,Reg,2,ComptNbessai,  164,000,
4562,1301,855,Reg,13,Accuracy,   76,829,
4563,1301,855,Reg,14,Omission,    0,000,
4564,1302,190,Input,34,Off1A2,,
4565,1302,795,Input,1,On1A1,,
4566,1302,795,Exit,1,MagEntry,1,
4567,1302,795,Entry,2,ITI2sec,,
4568,1304,110,Input,33,Off1A1,,
4569,1304,800,Exit,2,ITI2sec,Time,
4570,1304,800,Entry,3,RandomHole,,
4571,1304,811,Exit,3,RandomHole,Time,
4572,1304,811,List,,Pseudo1a5,   10,000,
4573,1304,811,Entry,10,hole3,,
4574,1304,811,Reg,12,HoleNumber,    3,000,
4575,1305,815,Exit,10,hole3,Time,
4576,1305,815,Entry,11,Holdhole3,,
4577,1305,820,Exit,11,Holdhole3,,
4578,1305,820,Entry,16,Omission,,
4579,1305,820,Reg,1,ComptOmision,    1,000,
4580,1305,820,Reg,9,Omision,   35,000,
4581,1305,830,Exit,16,Omission,Time,
4582,1305,830,Entry,5,TimeOut,,
4583,1305,980,Input,3,On1A3,,
4584,1306,320,Input,35,Off1A3,,
4585,1310,835,Exit,5,TimeOut,Time,
4586,1310,835,Entry,1,MagEntry,,
4587,1310,835,Reg,2,ComptNbessai,  165,000,
4588,1310,835,Reg,13,Accuracy,   76,364,
4589,1310,835,Reg,14,Omission,    0,000,
4590,1312,625,Input,1,On1A1,,
4591,1312,625,Exit,1,MagEntry,1,
4592,1312,625,Entry,2,ITI2sec,,
4593,1313,290,Input,33,Off1A1,,
4594,1314,630,Exit,2,ITI2sec,Time,
4595,1314,630,Entry,3,RandomHole,,
4596,1314,640,Exit,3,RandomHole,Time,
4597,1314,640,List,,Pseudo1a5,   12,000,
4598,1314,640,Entry,12,hole4,,
4599,1314,640,Reg,12,HoleNumber,    4,000,
4600,1315,640,Exit,12,hole4,Time,
4601,1315,640,Entry,13,Holdhole4,,
4602,1316,640,Exit,13,Holdhole4,Time,
4603,1316,640,Entry,16,Omission,,
4604,1316,640,Reg,1,ComptOmision,    2,000,
4605,1316,640,Reg,9,Omision,   36,000,
4606,1316,650,Exit,16,Omission,Time,
4607,1316,650,Entry,5,TimeOut,,
4608,1321,656,Exit,5,TimeOut,Time,
4609,1321,656,Entry,1,MagEntry,,
4610,1321,656,Reg,2,ComptNbessai,  166,000,
4611,1321,656,Reg,13,Accuracy,   75,904,
4612,1321,656,Reg,14,Omission,    0,000,
4613,1355,545,Input,1,On1A1,,
4614,1355,545,Exit,1,MagEntry,1,
4615,1355,545,Entry,2,ITI2sec,,
4616,1356,860,Input,33,Off1A1,,
4617,1357,550,Exit,2,ITI2sec,Time,
4618,1357,550,Entry,3,RandomHole,,
4619,1357,560,Exit,3,RandomHole,Time,
4620,1357,560,List,,Pseudo1a5,   12,000,
4621,1357,560,Entry,12,hole4,,
4622,1357,560,Reg,12,HoleNumber,    4,000,
4623,1358,560,Exit,12,hole4,Time,
4624,1358,560,Entry,13,Holdhole4,,
4625,1358,675,Input,2,On1A2,,
4626,1358,675,Input,3,On1A3,,
4627,1358,675,Exit,13,Holdhole4,3,
4628,1358,675,Entry,17,CorrectResp,,
4629,1358,675,Reg,3,ComptCR,  132,000,
4630,1358,675,Reg,6,Reward,  132,000,
4631,1358,675,Reg,8,CptReward,  127,000,
4632,1358,675,Reg,1,ComptOmision,    0,000,
4633,1358,680,Exit,17,CorrectResp,Time,
4634,1358,680,Entry,1,MagEntry,,
4635,1358,680,Reg,2,ComptNbessai,  167,000,
4636,1358,680,Reg,13,Accuracy,   76,048,
4637,1358,680,Reg,14,Omission,    0,000,
4638,1359,015,Input,34,Off1A2,,
4639,1359,015,Input,35,Off1A3,,
4640,1359,915,Input,1,On1A1,,
4641,1359,915,Exit,1,MagEntry,1,
4642,1359,915,Entry,2,ITI2sec,,
4643,1361,230,Input,33,Off1A1,,
4644,1361,920,Exit,2,ITI2sec,Time,
4645,1361,920,Entry,3,RandomHole,,
4646,1361,930,Exit,3,RandomHole,Time,
4647,1361,930,List,,Pseudo1a5,   10,000,
4648,1361,930,Entry,10,hole3,,
4649,1361,930,Reg,12,HoleNumber,    3,000,
4650,1362,930,Exit,10,hole3,Time,
4651,1362,930,Entry,11,Holdhole3,,
4652,1362,935,Exit,11,Holdhole3,,
4653,1362,935,Entry,16,Omission,,
4654,1362,935,Reg,1,ComptOmision,    1,000,
4655,1362,935,Reg,9,Omision,   37,000,
4656,1362,945,Exit,16,Omission,Time,
4657,1362,945,Entry,5,TimeOut,,
4658,1367,950,Exit,5,TimeOut,Time,
4659,1367,950,Entry,1,MagEntry,,
4660,1367,950,Reg,2,ComptNbessai,  168,000,
4661,1367,950,Reg,13,Accuracy,   75,595,
4662,1367,950,Reg,14,Omission,    0,000,
4663,1375,820,Input,1,On1A1,,
4664,1375,820,Exit,1,MagEntry,1,
4665,1375,820,Entry,2,ITI2sec,,
4666,1376,815,Input,33,Off1A1,,
4667,1377,826,Exit,2,ITI2sec,Time,
4668,1377,826,Entry,3,RandomHole,,
4669,1377,840,Exit,3,RandomHole,Time,
4670,1377,840,List,,Pseudo1a5,   14,000,
4671,1377,840,Entry,14,hole5,,
4672,1377,840,Reg,12,HoleNumber,    5,000,
4673,1378,840,Exit,14,hole5,Time,
4674,1378,840,Entry,15,Holdhole5,,
4675,1379,025,Input,3,On1A3,,
4676,1379,025,Input,4,On1A4,,
4677,1379,025,Exit,15,Holdhole5,4,
4678,1379,025,Entry,17,CorrectResp,,
4679,1379,025,Reg,3,ComptCR,  133,000,
4680,1379,025,Reg,6,Reward,  133,000,
4681,1379,025,Reg,8,CptReward,  128,000,
4682,1379,025,Reg,1,ComptOmision,    0,000,
4683,1379,030,Exit,17,CorrectResp,Time,
4684,1379,030,Entry,1,MagEntry,,
4685,1379,030,Reg,2,ComptNbessai,  169,000,
4686,1379,030,Reg,13,Accuracy,   75,740,
4687,1379,030,Reg,14,Omission,    0,000,
4688,1379,365,Input,35,Off1A3,,
4689,1379,365,Input,36,Off1A4,,
4690,1379,830,Input,1,On1A1,,
4691,1379,830,Exit,1,MagEntry,1,
4692,1379,830,Entry,2,ITI2sec,,
4693,1381,470,Input,33,Off1A1,,
4694,1381,835,Exit,2,ITI2sec,Time,
4695,1381,835,Entry,3,RandomHole,,
4696,1381,845,Exit,3,RandomHole,Time,
4697,1381,845,List,,Pseudo1a5,   10,000,
4698,1381,845,Entry,10,hole3,,
4699,1381,845,Reg,12,HoleNumber,    3,000,
4700,1382,845,Exit,10,hole3,Time,
4701,1382,845,Entry,11,Holdhole3,,
4702,1382,850,Exit,11,Holdhole3,,
4703,1382,850,Entry,16,Omission,,
4704,1382,850,Reg,1,ComptOmision,    1,000,
4705,1382,850,Reg,9,Omision,   38,000,
4706,1382,860,Exit,16,Omission,Time,
4707,1382,860,Entry,5,TimeOut,,
4708,1387,815,Input,1,On1A1,,
4709,1387,865,Exit,5,TimeOut,Time,
4710,1387,865,Entry,1,MagEntry,,
4711,1387,865,Reg,2,ComptNbessai,  170,000,
4712,1387,865,Reg,13,Accuracy,   75,294,
4713,1387,865,Reg,14,Omission,    0,000,
4714,1388,805,Input,33,Off1A1,,
4715,1390,310,Input,1,On1A1,,
4716,1390,310,Exit,1,MagEntry,1,
4717,1390,310,Entry,2,ITI2sec,,
4718,1391,300,Input,33,Off1A1,,
4719,1392,315,Exit,2,ITI2sec,Time,
4720,1392,315,Entry,3,RandomHole,,
4721,1392,325,Exit,3,RandomHole,Time,
4722,1392,325,List,,Pseudo1a5,   12,000,
4723,1392,325,Entry,12,hole4,,
4724,1392,325,Reg,12,HoleNumber,    4,000,
4725,1393,165,Input,2,On1A2,,
4726,1393,165,Input,3,On1A3,,
4727,1393,165,Exit,12,hole4,3,
4728,1393,165,Entry,17,CorrectResp,,
4729,1393,165,Reg,3,ComptCR,  134,000,
4730,1393,165,Reg,6,Reward,  134,000,
4731,1393,165,Reg,8,CptReward,  129,000,
4732,1393,165,Reg,1,ComptOmision,    0,000,
4733,1393,170,Exit,17,CorrectResp,Time,
4734,1393,170,Entry,1,MagEntry,,
4735,1393,170,Reg,2,ComptNbessai,  171,000,
4736,1393,170,Reg,13,Accuracy,   75,439,
4737,1393,170,Reg,14,Omission,    0,000,
4738,1393,505,Input,34,Off1A2,,
4739,1393,505,Input,35,Off1A3,,
4740,1393,980,Input,1,On1A1,,
4741,1393,980,Exit,1,MagEntry,1,
4742,1393,980,Entry,2,ITI2sec,,
4743,1395,620,Input,33,Off1A1,,
4744,1395,985,Exit,2,ITI2sec,Time,
4745,1395,985,Entry,3,RandomHole,,
4746,1395,995,Exit,3,RandomHole,Time,
4747,1395,995,List,,Pseudo1a5,    6,000,
4748,1395,995,Entry,6,hole1,,
4749,1395,995,Reg,12,HoleNumber,    1,000,
4750,1396,995,Exit,6,hole1,Time,
4751,1396,995,Entry,7,Holdhole1,,
4752,1397,995,Exit,7,Holdhole1,Time,
4753,1397,995,Entry,16,Omission,,
4754,1397,995,Reg,1,ComptOmision,    1,000,
4755,1397,995,Reg,9,Omision,   39,000,
4756,1398,005,Exit,16,Omission,Time,
4757,1398,005,Entry,5,TimeOut,,
4758,1399,385,Input,3,On1A3,,
4759,1400,050,Input,35,Off1A3,,
4760,1401,445,Input,1,On1A1,,
4761,1402,110,Input,33,Off1A1,,
4762,1403,010,Exit,5,TimeOut,Time,
4763,1403,010,Entry,1,MagEntry,,
4764,1403,010,Reg,2,ComptNbessai,  172,000,
4765,1403,010,Reg,13,Accuracy,   75,000,
4766,1403,010,Reg,14,Omission,    0,000,
4767,1496,580,Input,1,On1A1,,
4768,1496,580,Exit,1,MagEntry,1,
4769,1496,580,Entry,2,ITI2sec,,
4770,1497,245,Input,33,Off1A1,,
4771,1498,585,Exit,2,ITI2sec,Time,
4772,1498,585,Entry,3,RandomHole,,
4773,1498,595,Exit,3,RandomHole,Time,
4774,1498,595,List,,Pseudo1a5,    8,000,
4775,1498,595,Entry,8,hole2,,
4776,1498,595,Reg,12,HoleNumber,    2,000,
4777,1499,215,Input,2,On1A2,,
4778,1499,215,Exit,8,hole2,2,
4779,1499,215,Entry,18,IncorrectResp,,
4780,1499,215,Reg,4,ComptIncR,    3,000,
4781,1499,215,Reg,1,ComptOmision,    0,000,
4782,1499,225,Exit,18,IncorrectResp,Time,
4783,1499,225,Entry,5,TimeOut,,
4784,1499,550,Input,34,Off1A2,,
4785,1504,230,Exit,5,TimeOut,Time,
4786,1504,230,Entry,1,MagEntry,,
4787,1504,230,Reg,2,ComptNbessai,  173,000,
